ID;NOMBRE;Activado;Productos;Recencia;Frecuencia;PrecioProm;Monto;MERCADO;REGION;PAIS;TIPOCOMPRA;LIMITECREDITO;DIASLIMITECR;EDAD;GRUPOCLIENTE;TIPONEGOCIO
2060;INANCOR, S.A.;Activo;5;0;2;34;170;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;15;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2070;DESTILERIA SALVADORE#A, S.A. C.V.;Activo;3;0.073;4;34;102;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;15;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2080;INTER RESOURCES AG;Activo;4;0.598;3;35;140;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;60;14;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2081;SUCDEN GENEVA, S.A.;Activo;3;0;3;34;102;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;9;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2082;LICORERA LOS ANGELES,S.A DE C.V;Activo;6;0;2;34;204;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;500000;60;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2090;VELIER, S.P.A.;Activo;3;0.077;2;34;102;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;60;13;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2091;FLORIDA CRYSTALS.;Activo;6;0.543;3;34;204;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;60;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2092;AGRONEGOCIOS COMERCIALES, S.A (AGROCSA);Activo;6;0.047;3;34;204;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;60;9;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2093;LOUIS DREYFUS COMMODITIES;Activo;6;0;4;23;138;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;60;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2094;CONSORCIO LICORERO NACIONAL, S.A;Activo;4;0.259;4;23;92;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;60;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2095;CASSAB GLOBAL TRADING LLC.;Activo;6;0.33;4;23;138;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;4;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2500;PROLUXSA;Activo;6;0.631;3;34;204;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;400000;60;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2501;RUM RUNNER PRESS, INC/RUM CENTRAL;Activo;8;0.455;3;25;200;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
2502;PROVEEDORA INTERNACIONAL DE LICORES,S.A;Activo;6;0.622;2;26;156;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
5000;WESTWAY TRADING CORPORATION;Activo;9;0.226;4;26;234;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;23;CLIENTES EXTERIOR;CLIENTES EXTERIOR
5001;TATE & LYLE;Activo;5;0.267;3;28;140;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;30;12;CLIENTES EXTERIOR;CLIENTES EXTERIOR
5002;ROSADANI SOURCING CORP;Activo;3;0.275;4;26;78;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;30;2;CLIENTES EXTERIOR;CLIENTES EXTERIOR
5010;ED&F MAN LIQUID PRODUCTS LLC;Activo;6;0;5;25;150;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;20;CLIENTES EXTERIOR;CLIENTES EXTERIOR
5011;PETER CREMER GMBH;Activo;5;0.205;3;24;120;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
5012;UNITED MOLASSES TRADING LTD;Activo;3;0.222;2;24;72;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
5013;PENDIENTE;Activo;1;0.431;2;16;16;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;1;CLIENTES EXTERIOR;CLIENTES EXTERIOR
5020;VERTICAL UK LIMITED L.P.;Activo;6;0.195;4;24;144;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;15;CLIENTES EXTERIOR;CLIENTES EXTERIOR
7037;CAMARONES DE NICARAGUA S.A.;Activo;3;0;3;25;75;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;19;CLIENTES OTROS;CLIENTES EXTERIOR
7038;ACUARIUS INTERNATIONAL.;Inactivo;3;0.863;3;26;78;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;19;CLIENTES OTROS;CLIENTES EXTERIOR
7041;EMPRESS INTERNATIONAL.;Activo;2;0.238;3;27;54;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;19;CLIENTES OTROS;CLIENTES EXTERIOR
7043;SAHLMAN SEAFOODS, S.A.;Activo;3;0;3;29;87;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;19;CLIENTES OTROS;CLIENTES EXTERIOR
7051;NELSON ALBERTO RAMOS.;Activo;4;0.279;3;26;104;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;19;CLIENTES OTROS;CLIENTES EXTERIOR
7052;MAXIM'S IMPORT CORP.;Activo;5;0;4;24;120;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;19;CLIENTES OTROS;CLIENTES EXTERIOR
7056;ULTRACONGELADOS ANTARTIDA;Activo;3;0;4;26;78;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;18;CLIENTES OTROS;CLIENTES EXTERIOR
7058;URBINAR S.L.;Activo;4;0.068;4;23;92;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;18;CLIENTES OTROS;CLIENTES EXTERIOR
7061;LADEX LLC;Activo;3;0;3;25;75;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;18;CLIENTES OTROS;CLIENTES EXTERIOR
7064;EASTERN FISH COMPANY;Activo;4;0;2;29;116;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;18;CLIENTES OTROS;CLIENTES EXTERIOR
7079;DANMAR SEAFOOD INC.;Activo;3;0.594;2;26;78;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;15;CLIENTES OTROS;CLIENTES EXTERIOR
7080;JAIME SORIANO, S.A.;Inactivo;2;0.857;2;25;50;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;15;CLIENTES OTROS;CLIENTES EXTERIOR
7081;COCEDERO DE MARISCOS, S.A.;Activo;5;0.745;2;24;120;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;15;CLIENTES OTROS;CLIENTES EXTERIOR
7082;GAMBA FRESH, S.L.;Activo;3;0;2;23;69;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;15;CLIENTES OTROS;CLIENTES EXTERIOR
7083;COMERCIAL DE MARISCOS SIRLEY S.L;Activo;3;0.207;2;26;78;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;15;CLIENTES OTROS;CLIENTES EXTERIOR
7084;BARIK 2004, S.L.;Activo;3;0.059;3;25;75;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;14;CLIENTES OTROS;CLIENTES EXTERIOR
7085;EMBORG FOODS A/S;Activo;4;0.453;4;21;84;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;14;CLIENTES OTROS;CLIENTES EXTERIOR
7088;INTERNATIONAL MARKETING SPECIALIST;Activo;4;0.502;3;21;84;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;30;12;CLIENTES OTROS;CLIENTES EXTERIOR
7090;PESCATRADE;Activo;4;0;3;21;84;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;30;11;CLIENTES OTROS;CLIENTES EXTERIOR
7093;BLUE MOON GLOBAL LIMITED;Activo;4;0;3;23;92;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;9;CLIENTES OTROS;CLIENTES EXTERIOR
7095;PESQUERAS PUERTO CHICO S.A;Activo;4;0.706;4;23;92;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;30;7;CLIENTES OTROS;CLIENTES EXTERIOR
7097;CAMANICA ZONA FRANCA S,A;Activo;3;0.125;4;26;78;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;1;CLIENTES OTROS;CLIENTES EXTERIOR
7104;LANGOSTINOS DE CENTROAMERICA, S.A;Activo;3;0;4;25;75;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;15;CLIENTES OTROS;CLIENTES EXTERIOR
94001;ALBERTA GAMIN LIQUOR;Activo;2;0;3;26;52;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94002;ALCOTRA, S.A.;Activo;3;0.465;3;23;69;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94003;ALDEASA;Activo;5;0.031;4;25;125;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Credito;30000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94004;COLEMUN, S.A.;Activo;6;0;5;26;156;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;ECUADOR;Credito;35000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94005;RON BARCELO, S.R.L;Activo;3;0;4;34;102;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;500000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94006;IMPORTACIONES BLN,S.A DE C.V;Activo;5;0.075;3;24;120;MERCADO INTERNACIONAL;MÉXICO;MEXICO;Credito;500000;180;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94007;CARISAM/SAMUEL MEISEL;Activo;4;0.068;2;36;144;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CARIBE;Credito;80000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94008;CENTRAL INDUSTRIAL CHIRICANA;Activo;2;0.619;2;35;70;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;60000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94009;DISTRIBUIDORA ISTMANIA;Activo;6;0.012;3;29;174;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;HONDURAS;Credito;500000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94010;DISTRIBUIDORA YAMUNI;Activo;5;0;3;28;140;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA;Credito;250000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94011;EL MORRO;Activo;4;0.714;3;25;100;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CARIBE;Credito;18000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94012;EMPAQUES SANTA ANA;Activo;3;0;4;45;135;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94013;FELIPE MOTTA E HIJO;Activo;5;0;5;44;220;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;PANAMA;Credito;25000;120;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94014;FLAMINGER;Activo;4;0.321;4;56;224;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;80000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94015;GRUPO PAMPA, S.A.;Activo;3;0;3;56;168;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;100000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94016;BEBIDAS PREMIUM LIMA S.A.C.;Activo;2;0.4;2;52;104;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;PERU;Credito;300000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94017;HEALTH KEEPERS CO. INC.;Activo;4;0.723;2;58;232;MERCADO INTERNACIONAL;ASIA PACIFIC;FILIPINAS;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94018;ROBLE BLANCO, S.A;Activo;5;0.073;3;59;295;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;GUATEMALA;Credito;35000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94019;IMPORTADORA COMERCIAL, S.A.;Activo;3;0.778;3;58;174;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;18000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94020;IMPORTADORA Y DISTRIBUIDORA SANTIAGO;Activo;4;0;3;57;228;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;CHILE;Credito;825000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94021;INDUSTRIA SALIC, S.A.;Activo;5;0.681;4;56;280;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94022;INVERSIONES AMARATECA;Activo;3;0;5;29;87;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94023;CASA DEL CHONETE;Activo;4;0.725;4;28;112;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;PANAMA;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94024;LATELTIN LANZ INGOLD;Activo;2;0.112;3;59;118;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;50000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94025;DISTRIBUIDORA SALVADORE#A, S.A. DE C.V.;Activo;4;0.172;2;57;228;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;EL SALVADOR;Credito;300000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94026;NECTAR DEL PRADO;Activo;3;0.705;2;59;177;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94027;PRODUCTORA LA FLORIDA C.V. DE S.A.;Activo;3;0.062;3;45;135;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94028;PRODUCTO MEDITERRANEO ASIL, SA DE CV;Activo;4;0.594;3;89;356;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94029;GONZALO QUINTO & SONS;Inactivo;5;0.857;3;52;260;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;25000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94030;RON MOTTA;Activo;5;0.745;4;52;260;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94031;SHAW ROSS INTERNATIONAL;Activo;5;0;5;52;260;MERCADO INTERNACIONAL;NORTEAMÉRICA;ESTADOS UNIDOS;Credito;800000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94032;SOUTHERN CONNECTION;Activo;5;0.207;4;52;260;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;10000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94033;GONZALEZ BYASS, DISTRIBUCION, S.L.;Activo;5;0.059;3;41;205;MERCADO INTERNACIONAL;EUROPA;ESPANA;Credito;500000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94034;TOP BRANDS INTERNACIONAL;Activo;5;0.453;2;41;205;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;40000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94035;UETA INC;Activo;3;0;2;41;123;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;25000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94036;VELIER, S.P.A.;Activo;3;0.223;3;45;135;MERCADO INTERNACIONAL;EUROPA;ITALIA;Credito;100000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94037;VERTICAL EUROPE LLP;Activo;3;0.502;6;45;135;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94038;WABO INTERNATIONAL;Activo;3;0;5;48;144;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE NICARAGUA;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94039;WAKED INTERNATIONAL;Activo;3;0;4;48;144;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94040;JULIO OLMOS / DISTRICOM, SRL;Activo;4;0;3;48;192;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;BOLIVIA;Credito;65000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94041;INVERLEOKA, S.A.;Activo;4;0;3;52;208;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;COLOMBIA;Credito;10000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94042;INTERNATIONAL OPERATIONS & SERVICES S.A;Activo;4;0;5;56;224;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;70000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94043;BRADY'S DUTY FREE;Activo;4;0;3;52;208;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;10000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94044;BLACKBEARD'S RUM COMPANY;Activo;3;0.706;3;58;174;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94045;BIBENDUM, AB;Activo;3;0;3;59;177;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;25000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94046;MOTTA INTERNATIONAL (ZONA LIBRE);Activo;3;0.125;3;58;174;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;100000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94047;DRINKS AND FOOD;Activo;3;0;4;57;171;MERCADO INTERNACIONAL;EUROPA;ALEMANIA;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94048;KIRKWOOD DIAMOND CANADA;Activo;3;0.418;5;56;168;MERCADO INTERNACIONAL;NORTEAMÉRICA;CANADA;Credito;350000;100;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94049;UETA LATINOAMERICA INC;Activo;6;0.599;4;29;174;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94050;GRUPO WISA;Activo;6;0.016;3;28;168;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;50000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94051;INVERSIONES INTERNACIONALES;Activo;6;0;2;59;354;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;7000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94052;CASA CUERVO, S.A. DE CV;Activo;6;0;2;57;342;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;200000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94053;AGENCIAS FEDURO, S.A.;Activo;6;0.191;3;59;354;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;PANAMA;Credito;100000;60;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94054;NEGOCIOS INTERNACIONALES, S.A.;Activo;6;0.162;3;45;270;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94055;EXPORTADORA E IMPORTADORA DE C.A.,S.A.;Activo;6;0.521;3;89;534;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;80000;90;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94056;DISTRIBUIDORA CANAVAGGIO (UNISER);Activo;4;0.088;5;52;208;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94057;MAN LIQUOR CONTROL;Activo;4;0.157;3;52;208;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94058;LICORES DE BUGABA, S.A.;Activo;4;0.603;3;52;208;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94059;JOHNY ABDIEL ARAUZ SERRACIN;Activo;3;0.263;3;52;156;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94060;MARUBENI CORPORATION;Activo;3;0.48;3;41;123;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94061;LICORES MITJANS, S.A.;Activo;4;0.583;4;41;164;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94062;BARCELO & CO. C. POR A.;Activo;8;0.113;5;41;328;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;250000;30;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94063;DISTRIBUIDORA DE PRODUCTOS DE CONSUMO MASIVO, S.A.;Activo;4;0;4;45;180;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94064;JULIAN BARCELO;Activo;4;0;3;45;180;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94065;HEINZ EGGERT GMBH;Activo;8;0.453;2;48;384;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;16;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94066;TABACOS LA FRATERNIDAD,S DE RL;Activo;4;0;2;48;192;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;6000;30;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94067;SUN INTERNACIONAL;Activo;4;0;3;48;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;6000;60;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94068;PREMIER DUTY FREE;Activo;5;0;3;52;260;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;6000;60;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94069;PRODUCTOS LUX;Activo;8;0;3;56;448;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;30000;30;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94070;THE MAIN RUM CONPANY;Activo;8;0.072;5;52;416;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94071;STOCK PLZEN-BOZKOV S.R.O.;Activo;8;0.138;3;58;464;MERCADO INTERNACIONAL;EUROPA;REPUBLICA CHECA;Credito;80000;90;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94072;BEBIDAS PREMIUM TACNA S.A.C;Activo;8;0.726;3;59;472;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;PERU;Credito;10000;90;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94073;AMATHUS DRINKS PLC;Activo;8;0;3;58;464;MERCADO INTERNACIONAL;EUROPA;REINO UNIDO;Credito;50000;90;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94074;CARGILL INTERNATIONAL, S.A.;Activo;8;0.414;3;57;456;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94075;VERTICAL UK LIMITED L.P.;Activo;8;0.729;4;56;448;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94076;DISTRIBUIDORA SALVADORE#A, S.A. DE C.V.;Activo;8;0.027;5;29;232;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;500000;60;15;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94077;STRANDGARDENS VINHANDEL A/S;Inactivo;8;0.847;4;28;224;MERCADO INTERNACIONAL;EUROPA;DINAMARCA;Credito;40000;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94078;CAMPARI AMERICA;Activo;8;0.083;3;59;472;MERCADO INTERNACIONAL;NORTEAMÉRICA;ESTADOS UNIDOS;Credito;1200000;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94079;VANGUARD LUXURY BRANDS PTY LTD;Activo;8;0;2;57;456;MERCADO INTERNACIONAL;ASIA PACIFIC;AUSTRALIA;Credito;16000;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94080;LES WHISKIES DU MONDE;Activo;8;0.459;2;59;472;MERCADO INTERNACIONAL;EUROPA;FRANCIA;Contado;0;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94081;LICORES NACIONALES DATONY, S.A.;Activo;7;0.126;3;45;315;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
