ID;NOMBRE;Activado;Productos;Recencia;Frecuencia;PrecioProm;Monto;MERCADO;REGION;PAIS;TIPOCOMPRA;LIMITECREDITO;DIASLIMITECR;EDAD;GRUPOCLIENTE;TIPONEGOCIO
94204;BERNTSON BRANDS AB;Activo;8;0.718;2;26;208;MERCADO INTERNACIONAL;EUROPA;SUECIA;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94205;ALKO INC;Activo;6;0.386;6;26;156;MERCADO INTERNACIONAL;EUROPA;FINLANDIA;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94206;INDIGO WINE & SPIRITS, LLC;Activo;8;0.577;5;25;200;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94207;HANCOCKS WINE,SPIRIT & BEER MERCHANTS LIMITED;Activo;8;0.238;4;28;224;MERCADO INTERNACIONAL;ASIA PACIFIC;NUEVA ZELANDA;Credito;25000;60;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94208;MANUEL GONZALEZ CUESTA;Activo;8;0;4;57;456;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CARIBE;Credito;100000;60;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94209;ABITA BREWING COMPANY, L.L.C.;Inactivo;8;0.983;5;56;448;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94210;MABAT INT D.O.O;Activo;8;0.167;5;24;192;SIN MERCADO;SIN REGIÓN;ESLOVENIA;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94211;BALTIC XL;Activo;6;0.196;5;59;354;MERCADO INTERNACIONAL;EUROPA;LETONIA;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94212;LION CO.;Activo;6;0;6;56;336;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94213;THE FIRST POUR PTE LTD;Activo;6;0.187;5;52;312;MERCADO INTERNACIONAL;ASIA PACIFIC;SINGAPUR;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94214;YOSHINO SPIRITS CO.;Activo;6;0;4;54;324;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94215;KING CAR FOOD INDUSTRIAL CO., LTD;Activo;6;0;4;54;324;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94216;MERIDIAN COMPASS LTD;Activo;4;0;5;32;128;MERCADO INTERNACIONAL;ASIA PACIFIC;TAILANDIA;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94217;M S WALKER INC.;Activo;4;0.11;4;36;144;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94218;GRAND CRU WINES & SPIRITS INC.;Inactivo;8;0.808;5;25;200;MERCADO INTERNACIONAL;ASIA PACIFIC;FILIPINAS;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94219;LOVIGUISCA, S.A;Activo;4;0.135;4;25;100;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94220;NORWEGIAN BEVERAGE COMPANY;Activo;4;0;4;26;104;MERCADO INTERNACIONAL;EUROPA;NORUEGA;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94221;CRANEHOUSE GMBH;Activo;5;0;4;28;140;MERCADO INTERNACIONAL;EUROPA;ALEMANIA;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94222;RONES SUPERIORES DE PUERTO RICO & CO. INC.;Activo;8;0.044;5;29;232;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94223;ANGGEL'S SHARE LLP;Activo;8;0;4;27;216;MERCADO INTERNACIONAL;ASIA PACIFIC;INDIA;Credito;5000;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94224;BASEL HOLDINGS PTE LTD;Activo;8;0;4;26;208;MERCADO INTERNACIONAL;ASIA PACIFIC;SINGAPUR;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94225;BODEGAS PERALTA CARABALLO, S.R.L;Activo;8;0;3;24;192;SIN MERCADO;SIN REGIÓN;COSTA RICA;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94226;LCBO;Activo;8;0.328;3;21;168;MERCADO INTERNACIONAL;NORTEAMÉRICA;CANADA;Credito;100000;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94227;KANATA WINE & SPIRITS INC.;Activo;8;0;3;21;168;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94228;BETASTAR LLC;Activo;8;0.795;3;23;184;MERCADO INTERNACIONAL;ASIA PACIFIC;MONGOLIA;Contado;0;0;1;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94229;ZFANIA BARZILAY LTD LA CASA DEL CIGAR;Activo;8;0.182;3;25;200;MERCADO INTERNACIONAL;EUROPA;ISRAEL;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94230;AJ S.A CALIDAD ANTE TODO;Activo;8;0;3;48;384;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;PARAGUAY;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94231;K & K EXPORT-IMPORT;Activo;8;0.138;3;52;416;MERCADO INTERNACIONAL;EUROPA;ESLOVAQUIA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94232;MANDIRI GLOBAL PTE LTD;Activo;8;0.278;3;26;208;MERCADO INTERNACIONAL;ASIA PACIFIC;MONGOLIA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94233;BONUM BEVERAGES;Activo;4;0;3;26;104;SIN MERCADO;SIN REGIÓN;CANADA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94234;THE NECTAR;Activo;4;0;3;25;100;SIN MERCADO;SIN REGIÓN;CANADA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94235;MACK & SCHUHLE AG;Activo;8;0.331;3;28;224;SIN MERCADO;SIN REGIÓN;CANADA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94236;FINESTORE DISTRIBUTION;Activo;4;0.171;5;57;228;MERCADO INTERNACIONAL;EUROPA;RUMANIA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94237;WEBBBANKS, LLC;Activo;4;0.617;4;56;224;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94238;TRIDENS AS;Activo;5;0.445;4;24;120;SIN MERCADO;SIN REGIÓN;CANADA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94239;SHANGHAI VIN & JOHN INTERNATIONAL TRADING CO.,LTD;Activo;8;0;3;59;472;MERCADO INTERNACIONAL;ASIA PACIFIC;CANADA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94240;GARRAFEIRA SOARES S.A;Activo;8;0.089;3;56;448;MERCADO INTERNACIONAL;EUROPA;CANADA;Contado;0;0;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94241;DISTRIBUIDORA ZABLAH S.A DE C.V;Activo;8;0.344;3;52;416;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;EL SALVADOR;Credito;100000;60;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94242;BRAPAC DISTRIBUTION;Activo;8;0.042;3;54;432;SIN MERCADO;SIN REGIÓN;EL SALVADOR;Contado;0;60;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94243;SULLIVAN NC S.A S;Activo;8;0.561;3;54;432;SIN MERCADO;SIN REGIÓN;EL SALVADOR;Contado;0;60;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94244;THE LAST PORT;Activo;8;0.71;3;32;256;SIN MERCADO;SIN REGIÓN;EL SALVADOR;Contado;0;60;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94245;LUXURY SPIRITS S.A;Activo;8;0.254;3;36;288;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;EL SALVADOR;Contado;0;60;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94246;YUANLIU INTERNATIONAL TRADE CO, LTD.-CAMUS;Activo;8;0.122;3;25;200;MERCADO INTERNACIONAL;ASIA PACIFIC;EL SALVADOR;Contado;0;120;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94247;LOTTE TRAVEL RETAIL SINGAPORE PTE, LTD;Activo;8;0.694;3;25;200;SIN MERCADO;SIN REGIÓN;EL SALVADOR;Contado;0;120;0;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
96058;BRANCHS FURNITURE;Activo;3;0;3;24;72;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;7;CLIENTES OTROS;CLIENTES EXTERIOR
100500;E. D. Y F. MAN SUGAR;Activo;3;0.224;5;28;84;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;23;CLIENTES LOCALES;CLIENTES EXTERIOR
252001;SUCDEN AMERICAS CORP.;Activo;4;0.547;4;24;96;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;5000000;120;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
252002;CZARNIKOW GROUP LIMITED;Activo;4;0;3;34;136;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;90;9;CLIENTES EXTERIOR;CLIENTES EXTERIOR
252003;CSC SUGAR,LLC;Activo;6;0.037;5;34;204;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;90;9;CLIENTES EXTERIOR;CLIENTES EXTERIOR
252004;ED&F MAN SUGAR INC.;Activo;5;0.004;3;33;165;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;90;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
252005;ED&F MAN LIQUID PRODUCTS LLC;Activo;6;0;2;32;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;90;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
252006;CSC SUGAR, LLC;Activo;6;0.121;4;32;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312001;COMPA#IA PISQUERA DE CHILE, S.A.;Activo;4;0;5;31;124;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;150000;60;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312002;VINICOLA DEL NORTE, S.A.;Activo;5;0.465;3;31;155;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;200000;60;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312003;MALGOR & CO. INC.;Activo;5;0.031;3;39;195;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;60000;30;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312004;VI#A FRANCISCO DE AGUIRRE;Activo;6;0;3;30;180;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;150000;90;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312005;ALCOHOLES MONTPLET, S.A.;Activo;5;0;3;30;150;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;60000;30;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312006;TRIGO CORPORATION MOO83;Activo;6;0.075;3;34;204;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;70000;30;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312007;ALCOHESPA, S.L.;Activo;8;0.068;4;24;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;60000;30;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312008;SHINE CONSULTING GROUP;Activo;5;0.619;3;24;120;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;30;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312009;OLIVER & OLIVER INTERNACIONAL INT.;Activo;6;0.012;3;32;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;80000;60;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312010;AZUL Y ROJO IMPORT EXPORT, S.L.;Activo;6;0;4;32;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312011;BEVELAND, S.A.;Activo;5;0.714;3;32;160;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;60;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312012;LA CASA DEL RANCHERO, S.A.;Activo;5;0;3;31;155;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312013;TIP TOP LEA#EZ B.V.;Activo;4;0;3;31;124;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;20000;30;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312014;ISIDRO BORDAS S.A;Activo;4;0.321;3;31;124;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312015;EMIMAR, S.A;Activo;8;0;4;23;184;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;10;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312016;KARIBBEAN LIQUORS BLACK RIVER, S.A;Activo;6;0.4;3;23;138;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312017;CASA SANTANA RON Y LICORES SAS;Activo;6;0.723;4;23;138;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;0;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312018;TRIGO CORP;Activo;6;0.073;3;23;138;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;60000;30;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312019;ROSADANI SOURCING CORP.;Activo;4;0.778;4;23;92;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;60000;30;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
312020;EXPORTADORA PACIFICO SUR LTDA;Activo;7;0;3;23;161;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;180000;60;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322000;ALFRED CONHAGEN INC;Activo;5;0;3;23;115;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;70000;0;9;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322001;INGENIERIA DINAMICA,S.A;Activo;4;0;3;27;108;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;5400;0;9;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322002;FUNDICIONES UNIVERSO, S.A;Inactivo;4;0.836;4;26;104;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;30500;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322003;DESTILLERIA LA ISABELLA S.R.L;Activo;4;0.101;3;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322004;ROSADANI SOURCING CORP;Activo;5;0.213;4;27;135;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;20000;60;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322005;CONSORCIO TECNO DEAH,S.A;Inactivo;5;0.84;3;28;140;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;500000;90;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322006;ALCOHOLES FINOS DOMINICANOS ADF;Activo;4;0.718;3;29;116;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;90000;30;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322007;MOUNT GAY DISTILLERIES LTD;Activo;4;0.386;4;20;80;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;15;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322008;ALCOHESPA,S.L.;Activo;7;0.577;4;26;182;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
322009;NAIM CAL;Activo;3;0.238;3;25;75;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;4;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342001;BODEGAS 1492 CORP;Activo;3;0.63;5;25;75;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342002;DISTRIBUIDORA DE LICORES;Activo;9;0;5;27;243;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342003;DISTRIBUIDORA EL CACIQUE;Activo;8;0.198;5;27;216;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342004;INTERNACIONAL ANTTHONY S.A;Activo;6;0.155;5;27;162;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342005;FREE SPIRIT COMERCIO INTERNACIONAL, LTDA.;Activo;6;0.19;3;27;162;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;280000;60;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342006;CORPORACION AGROINDUSTRIAL SANTA LUCIA, S.A;Activo;6;0.074;3;27;162;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342007;INCUBRANDS SPIRITS GROUP, LLC;Activo;5;0.052;5;23;115;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342008;LA CASA DEL CHONETE;Activo;8;0.169;5;23;184;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342009;YOLO LTD;Activo;5;0.176;6;23;115;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342010;DISTILLERIE WILLISAU, S.A;Activo;4;0.58;6;24;96;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342011;NEW LIFE EL SALVADOR, S.A DE C.V;Activo;3;0.372;4;26;78;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342012;DESTILERIA COLOMBIANA ESTABLISHED IN 1913;Activo;4;0.221;4;28;112;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342013;QUARTERMASTER RUM;Activo;5;0;3;28;140;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342014;LA NACIONAL;Inactivo;4;0.812;3;23;92;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;8;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342015;COMERCIAL DACAVI, S.A.;Activo;7;0.253;3;25;175;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342016;IMPORT.EXPORT.JOSE LUIS S.R.L.;Activo;5;0;3;24;120;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342017;CENTENARIO INTERNACIONAL,S.A;Activo;4;0.55;3;24;96;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342018;LICORES Y ABARROTES SAN RAMON;Activo;5;0.193;4;24;120;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342019;SRI BRANDS INC.;Activo;5;0.45;5;25;125;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342020;ATF UG;Activo;4;0;3;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;20000;30;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342021;DIPROCOMA, S.A;Activo;6;0.077;5;25;150;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342022;KARIBBEAN LIQUORS BLACK RIVER, S.A;Activo;6;0.697;3;25;150;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342023;IMPORTADORA NUEVO A#O QUINCE D E, S.A;Activo;8;0;3;25;200;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;7;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342024;COORPORACION ESTRELLA TROPICAL ED, S.A;Activo;4;0;3;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342025;BRETON RUM COMPANY INC;Activo;3;0;3;23;69;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342026;RUN AND MORE;Activo;5;0.027;2;23;115;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342027;DESTIL.LERIES DEL MARESME, S.A;Activo;3;0;3;23;69;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;60;6;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342028;ROSADANI SOURCING CORP;Activo;6;0.243;4;23;138;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342029;CARIBBEAN RUM TRADING CORP;Activo;8;0.274;4;24;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342030;TORTUGA CAYMAN LTD.;Activo;6;0.691;4;24;144;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342031;RUM AND MORE;Activo;5;0.786;5;24;120;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342032;ATF GMBH;Activo;4;0.497;4;34;136;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;10000;30;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342033;DISTRIBUCIONES HIJOS DE MARCE SLU;Activo;5;0;4;35;175;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Contado;0;0;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342034;ATF GMBH;Activo;4;0.082;6;35;140;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342035;JF HILLEBRAND USA, INC;Activo;5;0;5;35;175;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342036;STOLEN SPIRITS LLC;Activo;4;0;5;35;140;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342037;RUM AND MORE LATIN AMERICA;Activo;6;0.199;4;35;210;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;5;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342038;HEMINGWAY RUM COMPANY LLC;Activo;6;0;4;35;210;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;4;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342039;FRIGATE RESERVE, LLC;Activo;8;0.286;5;53;424;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;4;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342041;BUMBU INTERNATIONAL LIMITED;Activo;5;0.044;3;53;265;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;4;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342042;DICTADOR EUROPE SP.Z.O.O;Activo;6;0;3;34;204;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;4;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342043;POLINI PRODUZIONI SRL;Activo;5;0;5;34;170;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;150000;30;4;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342044;BUMBU RUM COMPANY LLC;Activo;8;0;3;34;272;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;150000;30;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342045;JOSE ARECHABALA INTERNATIONAL LIMITED;Activo;6;0;3;43;258;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;10000;30;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342046;INDUSTRIAL COMIDA DE CENTROAMERICA S.R.L;Activo;5;0.077;4;34;170;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;50000;30;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
342047;WARD CONNELLY & SONS LTD;Activo;4;0.041;3;34;136;SIN MERCADO;SIN REGIÓN;SIN SUBREGIÓN;Credito;100000;30;3;CLIENTES EXTERIOR;CLIENTES EXTERIOR
